Unnamed: 0,Dados,Frase do usuário,Intenção,sentenceWithoutStopWord
858,2021-04-23 12:59:17 +00:00,numeracao,None,numeracao
862,2021-04-17 12:35:19 +00:00,oiebom dia ,None,oiebom
865,2021-05-14 15:38:37 +00:00,quero o codigo logistica reversa ,None,codigo logistica reversa
877,2021-04-27 23:09:31 +00:00,nao recebi os produtos e esta dizendo que foi entregue ,None,recebi produtos dizendo entregue
880,2021-04-12 17:56:56 +00:00,quanto tempo pra concluir o pagamento ,None,pra concluir pagamento
881,2021-04-18 15:28:16 +00:00,ser um revendedor ,None,revendedor
888,2021-05-10 21:17:49 +00:00,☑selecionar #1126631122240-01,None,selecionar
893,2021-05-05 17:14:14 +00:00,acessar espaco lojista,None,acessar espaco lojista
894,2021-04-16 13:51:36 +00:00,revendedor,None,revendedor
899,2021-05-16 22:03:58 +00:00,tamanho infantil,None,tamanho infantil
900,2021-05-01 03:18:49 +00:00,chave ,None,chave
902,2021-05-13 20:31:03 +00:00,nao consigo ver a foto,None,consigo foto
912,2021-04-08 11:00:16 +00:00,mascara tem clip nasal ,None,mascara clip nasal
914,2021-03-18 19:30:42 +00:00,"gostaria de saber se a blusa ref 100007873502341, blusa gatos viscose malwee vinho, tem disponivel em outras cores.",None,gostaria blusa ref blusa gatos viscose malwee vinho disponivel cores
928,2021-03-14 12:17:08 +00:00,nao consigo ganhar o desconto de r$ 50,None,consigo ganhar desconto
931,2021-04-11 16:40:15 +00:00,jaqueta jeans a gola e removivel ,None,jaqueta jeans gola removivel
932,2021-03-12 11:42:08 +00:00,estorno ,None,estorno
936,2021-04-07 02:26:39 +00:00,tem kit mascara infantil viroblock? ,None,kit mascara infantil viroblock
937,2021-05-08 17:02:35 +00:00,por que o meu pagamento nao foi processado,None,pagamento processado
938,2021-04-23 00:27:22 +00:00,"ola, nao consigo acessar o espaco para lojista ",None,consigo acessar espaco lojista
939,2021-04-17 18:30:30 +00:00,se e tecido furadinho,None,tecido furadinho
940,2021-04-27 11:53:27 +00:00,ola gostaria de um cupom de desconto de inverno feminino infantil ,None,gostaria cupom desconto inverno feminino infantil
945,2021-03-22 14:20:01 +00:00,confeccao ,None,confeccao
947,2021-04-20 10:30:10 +00:00,inverno,None,inverno
974,2021-04-16 16:08:26 +00:00,recebi e esta grande,None,recebi
979,2021-04-26 14:27:14 +00:00,preciso que reenvie para meu email,None,preciso reenvie email
980,2021-03-18 16:42:56 +00:00,"boa tarde, vcs tem mascaras? ",None,vcs mascaras
984,2021-05-03 17:19:32 +00:00,boa tarde! me chamo edgar ,None,chamo edgar
985,2021-03-31 21:23:14 +00:00,referente a transportadora,None,referente transportadora
986,2021-05-05 17:48:02 +00:00,codigo de desconto,None,codigo desconto
987,2021-04-23 20:27:27 +00:00,qual procedimento para estar adquirindo pecas online,None,qual procedimento adquirindo pecas online
0,2021-04-18 15:44:10 +00:00,"quero um vestido manga longa animal print , tem? ",None,vestido manga longa animal print
3,2021-03-15 20:21:38 +00:00,nao consigo cadastrar ,None,consigo cadastrar
5,2021-04-07 10:41:41 +00:00,oiii tem como m enviar o catalogo,None,oiii como m enviar catalogo
8,2021-04-21 12:33:54 +00:00,gostaria de saber se voltarao a vender mascaras viroblock infantil ,None,gostaria voltarao vender mascaras viroblock infantil
12,2021-03-11 18:44:50 +00:00,mascara malwee kids viroblock ,None,mascara malwee kids viroblock
14,2021-04-23 15:02:36 +00:00,tamanho m de pijama feminino quais medidas veste,None,tamanho m pijama feminino medidas veste
28,2021-04-30 19:57:23 +00:00,nao consigo ver as medidas dos numeros das camisetas,None,consigo medidas numeros camisetas
29,2021-04-07 20:29:57 +00:00,vai vir colecao antiviral de camiseta manga longa?,None,vir colecao antiviral camiseta manga longa
31,2021-04-18 01:39:14 +00:00,chave incorreta,None,chave incorreta
32,2021-05-17 13:28:38 +00:00,tem camiseta mom na m,None,camiseta mom m
33,2021-05-05 00:46:47 +00:00,"comprei um biquini com vcs que dizia ser dupla face, porem na parte de dentro tem as informacoes de tamanho e outras coisas",None,comprei biquini vcs dizia dupla face porem informacoes tamanho coisas
52,2021-03-13 16:16:13 +00:00,"oii, boa tarde!! voces vendem em atacado? ",None,oii vendem atacado
55,2021-03-22 20:38:49 +00:00,shorts ,None,shorts
62,2021-04-13 21:28:45 +00:00,mascara viroblock infantil ,None,mascara viroblock infantil
78,2021-03-12 12:54:42 +00:00,quero o rastreamento,None,rastreamento
79,2021-04-27 19:12:46 +00:00,chato,None,chato
81,2021-04-27 00:16:16 +00:00,ola boa noite.,None,noite
82,2021-05-17 16:03:46 +00:00,informacoes sobre o protocolo 0018758572. ,None,informacoes protocolo
90,2021-03-14 22:35:50 +00:00,gostaria de legging infantil tamanho 10,None,gostaria legging infantil tamanho
94,2021-04-22 12:47:11 +00:00,minha entrega esta para ser feira desde o dia 19’e ate hoje nao foi entregue ,None,entrega feira ate hoje entregue
106,2021-05-06 21:39:43 +00:00,correio,None,correio
107,2021-03-24 16:47:42 +00:00,tamanho da mascara de protecao.,None,tamanho mascara protecao
113,2021-05-06 12:23:28 +00:00,quero codigo rastreio transportadora,None,codigo rastreio transportadora
119,2021-03-25 21:08:34 +00:00, hfghcxg😁,None,hfghcxg
128,2021-05-06 10:59:00 +00:00,"preciso acessar meu rastreio,n consigo visualizar ",None,preciso acessar rastreio n consigo visualizar
136,2021-04-07 16:09:12 +00:00,tamanhos e medidas,None,tamanhos medidas
137,2021-05-07 13:34:03 +00:00,nao consigo ver o nome da transportadora ,None,consigo nome transportadora
139,2021-03-23 16:58:42 +00:00,qual tamanho que a modelo que usando?,None,qual tamanho modelo usando
143,2021-04-23 18:28:10 +00:00,recebo hoje ,None,recebo hoje
148,2021-04-12 13:26:19 +00:00,mascara infantil ,None,mascara infantil
151,2021-04-08 00:33:26 +00:00,boa noite!,None,noite
154,2021-05-16 23:12:51 +00:00,quero o boleto,None,boleto
155,2021-05-03 16:45:49 +00:00,status ,None,status
156,2021-04-28 14:09:27 +00:00,calca infantil moleton,None,calca infantil moleton
162,2021-04-19 06:27:44 +00:00,boa noite estoy interesado em distribucion densus mascaras ,None,noite estoy interesado distribucion densus mascaras
168,2021-04-09 17:01:40 +00:00,eu queria macacao recem nascido ,None,queria macacao recem nascido
183,2021-03-31 14:34:10 +00:00,"estou tendo dificuldade com o seu site, procuro regata feminina 100% algodao na cor branca ",None,tendo dificuldade site procuro regata feminina algodao cor branca
185,2021-04-15 19:32:22 +00:00,voces estao vendedor as confeccao das roupas scene ,None,estao vendedor confeccao roupas scene
186,2021-03-11 16:07:05 +00:00,por que nao consigo entrar em minha conta??,None,consigo entrar conta
193,2021-05-17 13:28:27 +00:00,e aparece como pagamento pendente ,None,aparece como pagamento pendente
197,2021-05-14 01:20:05 +00:00,beleza obrigado,None,beleza
199,2021-05-01 00:40:10 +00:00,vcs entrega aqui em santana sp,None,vcs entrega santana sp
201,2021-04-14 22:35:28 +00:00,jaqueta masculina camuflada,None,jaqueta masculina camuflada
205,2021-04-04 11:22:47 +00:00,faltou uma blusa,None,faltou blusa
208,2021-03-25 16:57:11 +00:00,ser revendedor,None,revendedor
218,2021-05-12 11:52:24 +00:00,"ola bom dia, gostaria de ser um revendedor ",None,gostaria revendedor
223,2021-03-11 10:34:53 +00:00,como funciona pra ser uma revendedora,None,como funciona pra revendedora
226,2021-05-05 14:55:43 +00:00,quero o posicionamento,None,posicionamento
238,2021-03-25 19:09:36 +00:00,esse vestido e viscose?,None,vestido viscose
241,2021-04-13 07:20:08 +00:00,gostaria de saber se ha previsao para mais mascaras viroblock infantil,None,gostaria ha previsao mascaras viroblock infantil
242,2021-04-25 17:45:51 +00:00,meu cpf e 88 981427916 zap,None,cpf zap
243,2021-05-06 14:29:02 +00:00,quero o conjunto do now united,None,conjunto now united
247,2021-05-07 19:38:36 +00:00,tem malwee em itajai? ,None,malwee itajai
250,2021-05-07 15:55:19 +00:00,recebi no outro e-mail desculpa,None,recebi outro desculpa
254,2021-04-22 18:54:41 +00:00,preciso saber se o moleton e 100% algodao ,None,preciso moleton algodao
256,2021-04-06 23:24:28 +00:00,moletom ,None,moletom
258,2021-04-06 13:55:03 +00:00,tem previsao de repor?,None,previsao repor
260,2021-03-25 14:46:15 +00:00,guia de tamanho ,None,guia tamanho
274,2021-03-20 20:49:12 +00:00,moletom feminino infantil malweekids,None,moletom feminino infantil malweekids
276,2021-04-07 17:40:00 +00:00,mascaras infantis viroblock,None,mascaras infantis viroblock
279,2021-04-19 16:32:04 +00:00,danfe,None,danfe
281,2021-04-01 12:09:54 +00:00,preciso do codigo do pix para fazer o pagamento,None,preciso codigo pix pagamento
289,2021-04-21 13:26:24 +00:00,fala serio! eu acabei de realizar uma compra no site e nao consigo visualizar nao consigo fazer o cadastro pq so da erro.,None,fala serio acabei realizar compra site consigo visualizar consigo cadastro pq erro
291,2021-03-18 14:29:03 +00:00,presciso do boleto,None,presciso boleto
294,2021-03-17 23:16:57 +00:00,tamanho g e maior que tamanho 3?,None,tamanho g tamanho
299,2021-05-15 22:48:02 +00:00,camisola longa ,None,camisola longa
301,2021-05-10 01:27:11 +00:00,whatsapp,None,whatsapp
303,2021-04-05 16:36:24 +00:00,fazer login,None,login
304,2021-05-06 12:36:21 +00:00,outros assuntos,None,assuntos
307,2021-04-24 11:42:26 +00:00,cadastrar ,None,cadastrar
308,2021-05-15 16:30:32 +00:00,"quero outra calca masculina de moletom igual a que comprei, aque nao e a flanela da, de outra cor mas nao acho no site, la nao diz quando e a flanela da e quando nao e ",None,calca masculina moletom igual comprei aque flanela cor acho site la flanela
309,2021-05-03 18:47:16 +00:00,ola estou precisando de pijamas iguais p familia toda ,None,precisando pijamas iguais p familia
310,2021-04-05 16:26:36 +00:00,onde esta a tabela de tamanhos? ,None,onde tabela tamanhos
322,2021-05-15 18:21:34 +00:00,vendas atacado,None,vendas atacado
323,2021-04-05 19:03:07 +00:00,gostaria demudar o tamanho ,None,gostaria demudar tamanho
324,2021-05-01 14:24:43 +00:00,entrega brasilia,None,entrega brasilia
333,2021-03-24 15:15:32 +00:00,gostaria de calcas flare de cotton feminina ,None,gostaria calcas flare cotton feminina
334,2021-04-28 11:19:10 +00:00,gostaria de saber se tem previsao das roupas de inverno infantil malwee e zig zig zaa estar no site ?,None,gostaria previsao roupas inverno infantil malwee zig zig zaa site
341,2021-04-06 18:43:00 +00:00,me de o numero do telefone o whatsapp,None,numero telefone whatsapp
342,2021-03-19 12:03:08 +00:00,venda atacado,None,venda atacado
344,2021-03-22 19:50:25 +00:00,vc colocou os dois produtos?,None,vc colocou produtos
345,2021-04-30 02:37:35 +00:00,onde encontro uma loja malwee em natal/rn? ,None,onde encontro loja malwee natal rn
347,2021-04-27 11:18:19 +00:00,o pagamento demora muito para cair ,None,pagamento demora cair
348,2021-04-10 16:04:53 +00:00,provador virtual ,None,provador virtual
368,2021-04-29 23:43:35 +00:00,rastrear minha trica,None,rastrear trica
369,2021-04-30 12:44:57 +00:00,erro no site,None,erro site
372,2021-03-29 09:54:24 +00:00,quero vender as roupas na minha loja,None,vender roupas loja
375,2021-05-03 13:10:32 +00:00,paguei e foi cancelado ,None,paguei cancelado
387,2021-03-26 16:00:42 +00:00,informacao errada,None,informacao errada
402,2021-03-12 18:05:36 +00:00,como funciona venda de atacado ,None,como funciona venda atacado
403,2021-04-20 15:39:58 +00:00,frete ,None,frete
405,2021-04-13 14:24:21 +00:00,aprovacao de pagamento,None,aprovacao pagamento
409,2021-04-10 21:09:23 +00:00,nao encontrei a calca da fotografia id 19354,None,encontrei calca fotografia id
410,2021-04-03 19:10:11 +00:00,atacado?,None,atacado
412,2021-04-18 01:25:56 +00:00,nao encontrei blusa de frio do snopy ,None,encontrei blusa frio snopy
413,2021-04-18 11:31:51 +00:00,cupons de desconto ,None,cupons desconto
416,2021-04-02 01:07:01 +00:00,ressarcimento,None,ressarcimento
419,2021-05-06 22:31:21 +00:00,e o prazo inicial era pra ser entregue antes,None,prazo inicial pra entregue
423,2021-04-14 23:22:11 +00:00,contato vendedor,None,contato vendedor
434,2021-03-30 21:28:09 +00:00,cueca ,None,cueca
436,2021-05-11 16:29:33 +00:00,larissa,None,larissa
441,2021-04-10 16:05:12 +00:00,quero ver provador virtual,None,provador virtual
445,2021-05-11 16:56:31 +00:00,o sistema ja voltou?,None,voltou
450,2021-05-03 13:16:27 +00:00,yjyfvtdrbd,None,yjyfvtdrbd
454,2021-03-15 15:45:21 +00:00,lojistas ,None,lojistas
457,2021-05-17 19:49:18 +00:00,preciso da minha nota fiscal ,None,preciso nota fiscal
461,2021-03-13 15:29:57 +00:00,nao da certo,None,certo
463,2021-04-19 00:29:47 +00:00,manda o numero do now united,None,manda numero now united
465,2021-05-15 21:09:54 +00:00,protocolo 000004933192 ,None,protocolo
470,2021-04-22 15:06:53 +00:00,vale presente ,None,vale presente
472,2021-03-13 20:26:59 +00:00,"boa tarde, me chamo nubia sou de bacabal ma gostaria de revender malwee! ",None,chamo nubia bacabal ma gostaria revender malwee
479,2021-05-01 11:50:34 +00:00,validar cep,None,validar cep
480,2021-04-27 14:46:20 +00:00,"bom dia,eu adicionei uns produtos no carrinho,tinha ganhado um desconto 35 off,quando vou fechar esse desconto nao entra .",None,adicionei produtos carrinho tinha ganhado desconto off vou fechar desconto entra
485,2021-05-07 19:38:40 +00:00,busco enderecos das lojas malwee na zona sul de spaulo como consigo? ,None,busco enderecos lojas malwee zona sul spaulo como consigo
490,2021-04-08 20:46:37 +00:00,despachado onde?,None,despachado onde
494,2021-03-30 11:34:30 +00:00,"procuro sueter infantil, nao consigo pesquisar ",None,procuro sueter infantil consigo pesquisar
495,2021-03-16 17:07:12 +00:00,queria saber como faco pra vender malwee na minha loja ? ,None,queria como faco pra vender malwee loja
497,2021-04-22 12:32:10 +00:00,rastreio em branco,None,rastreio branco
498,2021-03-16 20:21:03 +00:00,revender malwee,None,revender malwee
500,2021-03-31 15:32:23 +00:00,por favor tem jaqueta jeans tamanho 16 feminina ? obrigada!!!,None,jaqueta jeans tamanho feminina
509,2021-05-10 11:54:01 +00:00,bermuda malha telada,None,bermuda malha telada
512,2021-05-12 16:54:34 +00:00,gostaria de ver os modelos de blusas femininos,None,gostaria modelos blusas femininos
514,2021-04-18 22:28:53 +00:00,"qudr cakcca azul marinho, cintura alta classia",None,qudr cakcca azul marinho cintura alta classia
521,2021-05-08 20:58:18 +00:00,cadastrar no site,None,cadastrar site
522,2021-04-07 19:11:16 +00:00,erro no rastreio,None,erro rastreio
523,2021-05-09 14:34:33 +00:00,grato!!!,None,grato
526,2021-05-04 02:15:14 +00:00,gostaria de vender suas roupas em minha loja o que eu faco? ,None,gostaria vender roupas loja faco
530,2021-04-16 23:45:13 +00:00,resolucao,None,resolucao
532,2021-04-03 22:25:20 +00:00,nao consigo me cadastrar,None,consigo cadastrar
534,2021-04-16 00:36:48 +00:00,quero um cupom desconto,None,cupom desconto
542,2021-03-27 02:13:41 +00:00,quero tenis ,None,tenis
543,2021-04-02 23:42:26 +00:00,as blusas da malwee wee eu uso no tamanho p sera que o cardigan de linha tambem sera tamanho p? ,None,blusas malwee wee uso tamanho p sera cardigan linha tambem sera tamanho p
544,2021-04-23 20:33:38 +00:00,quero que entregue antes,None,entregue
556,2021-04-23 01:34:40 +00:00,malha canelada,None,malha canelada
564,2021-05-15 18:46:26 +00:00,quero revender as roupas malwee,None,revender roupas malwee
573,2021-04-25 01:00:21 +00:00,boa noite voces vendem no atacado ?,None,noite vendem atacado
575,2021-04-28 10:41:21 +00:00,qual o tamanho das meias 260?,None,qual tamanho meias
577,2021-04-18 18:01:18 +00:00,boa tarde vcs vendem no atacado? ,None,vcs vendem atacado
579,2021-04-17 14:14:21 +00:00,faltou a mascara que deveria vir com a camiseta viral block,None,faltou mascara deveria vir camiseta viral block
580,2021-05-14 13:53:54 +00:00,tamanhos ,None,tamanhos
583,2021-05-11 14:25:23 +00:00,endereco cadastrado,None,endereco cadastrado
589,2021-05-08 22:14:04 +00:00,gift card,None,gift card
590,2021-03-15 20:12:32 +00:00,boa tarde nao consigo,None,consigo
591,2021-04-19 20:45:26 +00:00,gostaria de saber quais as medidas do tamanho gg,None,gostaria medidas tamanho gg
594,2021-04-27 17:46:25 +00:00,cancelamento mais porque ?,None,cancelamento
612,2021-04-21 13:12:32 +00:00,☑selecionar #958272853067-01,None,selecionar
620,2021-04-28 22:13:04 +00:00,camiseta camuflada ,None,camiseta camuflada
621,2021-03-24 16:13:50 +00:00,tenho interesse em uma regata ribana ,None,interesse regata ribana
623,2021-05-04 16:53:30 +00:00,quero ser uma revendedora,None,revendedora
624,2021-04-08 21:42:11 +00:00,cancela comora,None,cancela comora
627,2021-05-13 19:22:39 +00:00,tem preco de revendedora,None,preco revendedora
632,2021-04-30 23:13:02 +00:00,"estou tentando realizar uma compra para o cep 17740-000, mas diz que nao envia para esse cep.",None,tentando realizar compra cep envia cep
635,2021-05-15 21:50:42 +00:00,quais as medidas das pecas plus? ,None,medidas pecas plus
639,2021-03-29 18:23:58 +00:00,arquivo xml ,None,arquivo xml
641,2021-05-06 18:01:57 +00:00,pq foi cancelado?,None,pq cancelado
645,2021-03-18 18:23:43 +00:00,quem vende a malwee no recife pe ,None,vende malwee recife pe
648,2021-03-25 19:06:09 +00:00,so quero saber se o vestido nao e de malhabmedmo,None,vestido malhabmedmo
651,2021-04-02 14:05:24 +00:00,duvida ,None,duvida
661,2021-04-25 00:54:13 +00:00,"ola, nao tem mascara infantil com tres camadas ? ",None,mascara infantil tres camadas
664,2021-05-06 00:15:36 +00:00,☑selecionar #1129971972949-01,None,selecionar
671,2021-04-25 18:11:01 +00:00,como vender malwee ,None,como vender malwee
676,2021-03-26 17:03:37 +00:00,gostaria de ser revendedora,None,gostaria revendedora
677,2021-03-25 19:22:47 +00:00,"vestido midi canelado de viscose malwee preto - p id 17907 ref 100007860500004 r$ 99,90 ",None,vestido midi canelado viscose malwee preto p id ref
678,2021-05-04 15:16:05 +00:00,preciso quantidade maior,None,preciso quantidade
679,2021-04-19 23:26:25 +00:00,solicitar nota fiscal ,None,solicitar nota fiscal
681,2021-04-27 11:54:03 +00:00,cupom de desconto cupom desconto ,None,cupom desconto cupom desconto
683,2021-05-03 01:27:33 +00:00,nao conheco o aplicativo e nao consigo abrir procuro roupas para dormir para adulto ,None,conheco aplicativo consigo abrir procuro roupas dormir adulto
685,2021-03-29 21:34:37 +00:00,camiseta rosa infantil masculino ,None,camiseta rosa infantil masculino
687,2021-04-26 18:46:58 +00:00,acabei de receber mercadoria,None,acabei receber mercadoria
693,2021-03-30 17:18:32 +00:00,dropshiping,None,dropshiping
694,2021-05-10 18:51:36 +00:00,blusa estrelas viscose wee! cinza - m ref 100007865400004,None,blusa estrelas viscose wee cinza m ref
696,2021-03-11 22:48:35 +00:00,efetuar o pagamento ,None,efetuar pagamento
698,2021-04-01 21:13:05 +00:00,sendo assim nao vou concluir a comra,None,sendo vou concluir comra
700,2021-04-05 15:45:58 +00:00,foi cobrado errado no cartao ,None,cobrado errado cartao
702,2021-04-03 10:28:19 +00:00,blusa feminina,None,blusa feminina
705,2021-04-02 00:41:53 +00:00,☑selecionar #1121122525569-01,None,selecionar
714,2021-04-21 13:33:45 +00:00,telefone por favor,None,telefone
727,2021-03-11 19:20:02 +00:00,qual tamanho?,None,qual tamanho
735,2021-04-21 13:13:53 +00:00,desculpas,None,desculpas
745,2021-04-02 09:55:29 +00:00,a mascara tem clipe nasal? ,None,mascara clipe nasal
750,2021-05-03 01:02:49 +00:00,blusa viscose stretch malwee preto - g id 19097 re ,None,blusa viscose stretch malwee preto g id re
753,2021-05-05 13:58:12 +00:00,procuro representante para regiao de sorocaba ,None,procuro representante regiao sorocaba
756,2021-04-30 02:03:37 +00:00,kit com 5 mascaras ,None,kit mascaras
757,2021-05-02 18:58:51 +00:00,pagar carrinho,None,pagar carrinho
765,2021-04-27 14:46:51 +00:00,desconto 35 off nao entra,None,desconto off entra
768,2021-04-07 13:24:09 +00:00,preciso do boleto,None,preciso boleto
769,2021-04-20 10:29:35 +00:00,conjunto para menina tamanho 12/14. inverno ,None,conjunto menina tamanho inverno
771,2021-05-14 01:19:21 +00:00,sou revendedora e gostaria de saber como ver o catalogo,None,revendedora gostaria como catalogo
778,2021-05-11 18:36:39 +00:00,queremos fornecer malwee,None,queremos fornecer malwee
783,2021-04-18 01:28:05 +00:00,camiseta snopy ,None,camiseta snopy
785,2021-03-27 16:42:05 +00:00,camisetas plus size masculina ,None,camisetas plus size masculina
787,2021-04-17 20:48:19 +00:00,as mascaras antivirais podem ser usadas dos dois lados,None,mascaras antivirais usadas lados
791,2021-05-14 16:33:08 +00:00,"coloquei e-mail errado, nao consigo acessar ",None,coloquei errado consigo acessar
794,2021-04-27 22:42:55 +00:00,codigo do vendedor,None,codigo vendedor
795,2021-05-17 01:52:47 +00:00,como adquirir pecas com cnpj? ,None,como adquirir pecas cnpj
800,2021-04-29 13:33:40 +00:00,gostrai do contato do representante,None,gostrai contato representante
815,2021-04-24 12:21:08 +00:00,gostaria mascara viroblock infantil,None,gostaria mascara viroblock infantil
828,2021-04-05 13:38:07 +00:00,"bom dia, voces estao online? ",None,estao online
830,2021-03-22 01:12:36 +00:00,quero vestidos na faixa etaria entre 14-16,None,vestidos faixa etaria
845,2021-05-15 22:20:09 +00:00,nao consigo concluir ,None,consigo concluir
846,2021-04-03 19:22:17 +00:00,gostaria de fazer o cadastro no espaco lojista,None,gostaria cadastro espaco lojista
849,2021-04-10 23:20:46 +00:00,pijama feminino,None,pijama feminino
850,2021-04-23 02:13:04 +00:00,digitei endereco errado,None,digitei endereco errado
855,2021-04-14 11:52:45 +00:00,bermudas tactel tamanho g3? ,None,bermudas tactel tamanho
862,2021-05-11 16:30:12 +00:00,qual e o kit de mascaras infantil que vem com estojo?,None,qual kit mascaras infantil estojo
863,2021-03-13 19:57:26 +00:00,preciso das tabelas de medidas,None,preciso tabelas medidas
866,2021-05-03 21:29:46 +00:00,preco de atacado ,None,preco atacado
880,2021-04-27 20:08:16 +00:00,telefone do sac,None,telefone sac
881,2021-05-02 00:45:45 +00:00,quero revender roupas malwee,None,revender roupas malwee
891,2021-04-12 19:35:46 +00:00,cadastro cnpj ,None,cadastro cnpj
897,2021-04-22 17:36:00 +00:00,comprimento calca de moletom 16,None,comprimento calca moletom
899,2021-04-08 11:21:33 +00:00,mascara preta ,None,mascara preta
905,2021-05-13 17:02:57 +00:00,eu quero saber as medidas da legging suplex plus size por favor ,None,medidas legging suplex plus size
927,2021-04-23 20:51:37 +00:00,quero saber onde eu encontro blusas e vestidos da malwee em goiania,None,onde encontro blusas vestidos malwee goiania
929,2021-04-20 22:45:21 +00:00,"o site nao abre a tabela de medidas, nem o provador virtual e tentei de varios provedores",None,site abre tabela medidas provador virtual varios provedores
931,2021-04-26 18:30:02 +00:00,vencimento de boleto,None,vencimento boleto
936,2021-04-08 18:52:38 +00:00,"boa tarde , vcs tem blusinha com manga 3/4? grata ",None,vcs blusinha manga grata
938,2021-05-11 20:31:13 +00:00,coo faco para vender malwee ,None,coo faco vender malwee
950,2021-05-03 15:23:08 +00:00,prazo de entrega,None,prazo entrega
953,2021-04-08 16:17:24 +00:00,onde encontro lojas malwee em curitiba ,None,onde encontro lojas malwee curitiba
960,2021-05-17 18:45:35 +00:00,quanto tempo leva para aprovar o pagamento?,None,leva aprovar pagamento
963,2021-03-27 17:20:22 +00:00,quero revender a marca,None,revender marca
969,2021-05-14 15:31:27 +00:00,vcs tem tabela de medidas plus size? ,None,vcs tabela medidas plus size
973,2021-04-22 17:42:15 +00:00,a tabela de medidas esta' em branco ,None,tabela medidas branco
979,2021-04-12 17:57:34 +00:00,pagamento pendente?,None,pagamento pendente
988,2021-04-24 17:44:57 +00:00,e calca avulsas de moleton,None,calca avulsas moleton
989,2021-03-12 15:11:43 +00:00,grata.,None,grata
4,2021-05-11 02:04:15 +00:00,tamanhos,None,tamanhos
8,2021-04-06 15:51:47 +00:00,eu ja troquei ele eu quero o reembolso agora.,None,troquei reembolso
10,2021-04-14 22:34:53 +00:00,ola nao localizei a jaqueta masculina ,None,localizei jaqueta masculina
18,2021-04-21 19:30:43 +00:00,calca id19595 e cintura alta,None,calca cintura alta
19,2021-05-14 18:39:34 +00:00,quero saber sobre o estojo q acompanha as mascaras,None,estojo q acompanha mascaras
25,2021-03-23 17:46:32 +00:00,vaga de emprego ,None,vaga emprego
27,2021-03-26 11:03:10 +00:00,mascaras infantis ,None,mascaras infantis
29,2021-04-15 17:04:26 +00:00,gostaria de receber no dia17. pois dia 19 as cinco da manha estarei viajando para recife ,None,gostaria receber manha estarei viajando recife
34,2021-05-03 12:26:36 +00:00,solicito orcamento de mascaras,None,solicito orcamento mascaras
56,2021-04-02 12:33:46 +00:00,chave de acesso invalida ,None,chave acesso invalida
65,2021-04-18 21:23:57 +00:00,o que seria a meia malha?,None,meia malha
75,2021-04-30 13:51:12 +00:00,so camisetas n 14,None,camisetas n
88,2021-03-29 20:53:20 +00:00,tudo bem? queria saber qual a diferenca entre uma camiseta de malha e uma camiseta meia malha ,None,queria qual diferenca camiseta malha camiseta meia malha
89,2021-04-19 23:59:20 +00:00,como passo o comprovante de pagamento?,None,como passo comprovante pagamento
91,2021-04-10 22:45:34 +00:00,ja fiz o pagamento],None,pagamento
94,2021-04-16 14:38:47 +00:00,a pagina de rastreio nao abre,None,pagina rastreio abre
98,2021-04-12 20:39:32 +00:00,"ola, gostaria de conhecer o material das camisas ",None,gostaria conhecer material camisas
100,2021-04-16 18:02:29 +00:00,boa tarde ! como faco para vender na minha loja ,None,como faco vender loja
104,2021-04-18 01:15:55 +00:00,☑selecionar #1123821547605-01,None,selecionar
107,2021-03-15 19:45:51 +00:00,quero pagar o boleto,None,pagar boleto
113,2021-05-14 12:33:20 +00:00,fiz o pagamento ja ,None,pagamento
123,2021-05-03 15:14:07 +00:00,o codigo do pix e invalido ,None,codigo pix invalido
134,2021-04-19 19:39:34 +00:00,cupom vendedor,None,cupom vendedor
136,2021-03-14 14:58:29 +00:00,medida dos tamanhos,None,medida tamanhos
138,2021-05-06 18:27:09 +00:00,aprovacao de pagamento ,None,aprovacao pagamento
141,2021-03-30 17:59:23 +00:00,solicitar,None,solicitar
142,2021-04-30 23:34:44 +00:00,foi entregue so a parte de cima do pijama,None,entregue pijama
143,2021-03-22 01:30:42 +00:00,mascara infantil e virobloc? ,None,mascara infantil virobloc
145,2021-05-17 13:28:33 +00:00,nao consigo recuperar minha senha,None,consigo recuperar senha
147,2021-05-15 00:57:36 +00:00,eu quero pijama de inverno,None,pijama inverno
151,2021-04-12 16:04:39 +00:00,essa jaqueta tem capuz ,None,jaqueta capuz
164,2021-04-13 12:02:02 +00:00,tem calca capri de cotton?,None,calca capri cotton
172,2021-05-01 22:10:09 +00:00,medidas ,None,medidas
3,2021-04-07 20:03:48 +00:00,🔄trocas e devolucao,FazerTroca,trocas devolucao
6,2021-04-07 17:49:38 +00:00,troca de produto,FazerTroca,troca produto
13,2021-04-17 15:06:37 +00:00,defeito,FazerTroca,defeito
24,2021-03-20 11:35:43 +00:00,🔄troca de produto,FazerTroca,troca produto
27,2021-03-25 22:00:52 +00:00,quero informacao da prancha sensi 4 d,FazerTroca,informacao prancha sensi d
28,2021-03-26 21:42:39 +00:00,devolucao ,FazerTroca,devolucao
31,2021-03-26 12:36:18 +00:00,ver sobre politica de troca,FazerTroca,politica troca
44,2021-03-31 20:20:55 +00:00,"efetuei a compra com voces de uma prancha e acabei de receber duas em casa, houve algum engano?",FazerTroca,efetuei compra prancha acabei receber casa houve algum engano
57,2021-04-07 16:51:40 +00:00,a maquina esta com defeito ,FazerTroca,maquina defeito
